[2J[;HPSoC 6 MCU With RSSI Client 
[INFO] : BLE stack started 
[INFO] : BLE Event 0x3002
[INFO] : BLE Event 0x2004
[INFO] : BLE Event 0x3006
[INFO] : BLE Event 0x3006
[INFO] : BLE Event 0x400B
Button has been pressed 
[INFO] RSSI sampling started
[INFO] RSSI values: -54 -57 -58 
[INFO] RSSI values: -54 -59 -63 
[INFO] RSSI values: -54 -59 -63 
[INFO] RSSI values: -54 -59 -63 
[INFO] RSSI values: -54 -59 -63 
[INFO] RSSI values: -54 -59 -62 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -53 -60 -61 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -53 -60 -60 
[INFO] RSSI values: -53 -60 -60 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -53 -61 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -61 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -58 -60 
[INFO] RSSI values: -54 -58 -61 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -53 -58 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -53 -59 -60 
[INFO] RSSI values: -53 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -53 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -53 -60 -60 
[INFO] RSSI values: -53 -60 -60 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -53 -59 -59 
[INFO] RSSI values: -53 -59 -59 
[INFO] RSSI values: -53 -59 -59 
[INFO] RSSI values: -54 -59 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -59 -59 
[INFO] RSSI values: -53 -59 -59 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -54 -59 -59 
[INFO] RSSI values: -53 -59 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -53 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -59 -59 
[INFO] RSSI values: -54 -60 -59 
[INFO] RSSI values: -54 -59 -59 
[INFO] RSSI values: -53 -59 -59 
[INFO] RSSI values: -53 -59 -59 
[INFO] RSSI values: -53 -59 -59 
[INFO] RSSI values: -53 -60 -60 
[INFO] RSSI values: -53 -60 -60 
[INFO] RSSI values: -53 -59 -60 
[INFO] RSSI values: -53 -59 -61 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -53 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -61 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -60 
[INFO] RSSI values: -54 -60 -61 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -54 -59 -62 
[INFO] RSSI values: -54 -59 -62 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -54 -59 -61 
[INFO] RSSI values: -54 -59 -62 
[INFO] RSSI values: -54 -59 -62 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -60 
[INFO] RSSI values: -54 -59 -59 
[INFO] RSSI values: -54 -59 -59 
