,Server-RSSI,Server-Distance
140,-35.0,0.4
141,-35.0,0.4
142,-35.0,0.4
143,-35.0,0.4
144,-35.0,0.4
145,-35.0,0.4
146,-35.0,0.4
147,-35.0,0.4
148,-35.0,0.4
149,-35.0,0.4
150,-35.0,0.4
151,-35.0,0.4
152,-35.0,0.4
153,-35.0,0.4
154,-35.0,0.4
155,-35.0,0.4
156,-35.0,0.4
157,-35.0,0.4
158,-35.0,0.4
159,-35.0,0.4
160,-35.0,0.4
161,-35.0,0.4
162,-35.0,0.4
163,-35.0,0.4
164,-35.0,0.4
165,-35.0,0.4
166,-35.0,0.4
167,-35.0,0.4
168,-35.0,0.4
169,-35.0,0.4
170,-35.0,0.4
171,-35.0,0.4
172,-35.0,0.4
173,-35.0,0.4
174,-35.0,0.4
175,-35.0,0.4
176,-35.0,0.4
177,-35.0,0.4
178,-35.0,0.4
179,-35.0,0.4
180,-35.0,0.4
181,-35.0,0.4
182,-35.0,0.4
183,-35.0,0.4
184,-35.0,0.4
185,-35.0,0.4
186,-35.0,0.4
187,-35.0,0.4
188,-35.0,0.4
189,-35.0,0.4
190,-35.0,0.4
191,-35.0,0.4
192,-35.0,0.4
193,-35.0,0.4
194,-35.0,0.4
195,-35.0,0.4
196,-35.0,0.4
197,-35.0,0.4
198,-35.0,0.4
199,-35.0,0.4
200,-40.0,0.8
201,-43.0,0.8
202,-44.0,0.8
203,-43.0,0.8
204,-43.0,0.8
205,-40.0,0.8
206,-40.0,0.8
207,-43.0,0.8
208,-43.0,0.8
209,-43.0,0.8
210,-43.0,0.8
211,-43.0,0.8
212,-43.0,0.8
213,-43.0,0.8
214,-43.0,0.8
215,-44.0,0.8
216,-44.0,0.8
217,-48.0,0.8
218,-48.0,0.8
219,-46.0,0.8
220,-46.0,0.8
221,-46.0,0.8
222,-46.0,0.8
223,-46.0,0.8
224,-46.0,0.8
225,-47.0,0.8
226,-46.0,0.8
227,-47.0,0.8
228,-47.0,0.8
229,-47.0,0.8
230,-46.0,0.8
231,-46.0,0.8
232,-46.0,0.8
233,-46.0,0.8
234,-46.0,0.8
235,-46.0,0.8
236,-45.0,0.8
237,-45.0,0.8
238,-45.0,0.8
239,-45.0,0.8
240,-45.0,0.8
241,-46.0,0.8
242,-45.0,0.8
243,-45.0,0.8
244,-47.0,0.8
245,-47.0,0.8
246,-48.0,0.8
247,-48.0,0.8
248,-49.0,0.8
249,-51.0,0.8
250,-51.0,0.8
251,-48.0,0.8
252,-48.0,0.8
253,-46.0,0.8
254,-45.0,0.8
255,-45.0,0.8
256,-45.0,0.8
257,-45.0,0.8
258,-45.0,0.8
259,-45.0,0.8
260,-45.0,0.8
261,-45.0,0.8
262,-45.0,0.8
263,-45.0,0.8
264,-45.0,0.8
265,-45.0,0.8
266,-45.0,0.8
267,-45.0,0.8
268,-45.0,0.8
269,-45.0,0.8
270,-45.0,0.8
271,-45.0,0.8
272,-45.0,0.8
273,-45.0,0.8
274,-45.0,0.8
275,-45.0,0.8
276,-45.0,0.8
277,-45.0,0.8
278,-45.0,0.8
279,-45.0,0.8
280,-45.0,0.8
281,-45.0,0.8
282,-45.0,0.8
283,-45.0,0.8
284,-45.0,0.8
285,-44.0,0.8
286,-45.0,0.8
287,-44.0,0.8
288,-44.0,0.8
289,-45.0,0.8
290,-45.0,0.8
291,-45.0,0.8
292,-45.0,0.8
293,-45.0,0.8
294,-45.0,0.8
295,-45.0,0.8
296,-45.0,0.8
297,-45.0,0.8
298,-45.0,0.8
299,-45.0,0.8
300,-45.0,0.8
301,-45.0,0.8
302,-45.0,0.8
303,-45.0,0.8
304,-45.0,0.8
305,-44.0,0.8
306,-45.0,0.8
307,-44.0,0.8
308,-45.0,0.8
309,-45.0,0.8
310,-45.0,0.8
311,-45.0,0.8
312,-45.0,0.8
313,-45.0,0.8
314,-45.0,0.8
315,-45.0,0.8
316,-45.0,0.8
317,-45.0,0.8
318,-45.0,0.8
319,-45.0,0.8
320,-45.0,0.8
321,-45.0,0.8
322,-45.0,0.8
323,-45.0,0.8
324,-45.0,0.8
325,-45.0,0.8
326,-45.0,0.8
327,-45.0,0.8
328,-45.0,0.8
329,-45.0,0.8
330,-45.0,0.8
331,-45.0,0.8
332,-45.0,0.8
333,-45.0,0.8
334,-46.0,0.8
335,-46.0,0.8
336,-45.0,0.8
337,-46.0,0.8
338,-45.0,0.8
339,-45.0,0.8
340,-45.0,0.8
341,-45.0,0.8
342,-45.0,0.8
343,-46.0,0.8
344,-45.0,0.8
345,-45.0,0.8
346,-45.0,0.8
347,-45.0,0.8
348,-45.0,0.8
349,-45.0,0.8
350,-45.0,0.8
351,-45.0,0.8
352,-45.0,0.8
353,-45.0,0.8
354,-45.0,0.8
355,-45.0,0.8
356,-45.0,0.8
357,-45.0,0.8
358,-45.0,0.8
359,-45.0,0.8
360,-45.0,0.8
361,-45.0,0.8
362,-45.0,0.8
363,-45.0,0.8
364,-45.0,0.8
365,-45.0,0.8
366,-45.0,0.8
367,-45.0,0.8
368,-45.0,0.8
369,-45.0,0.8
370,-45.0,0.8
371,-45.0,0.8
372,-45.0,0.8
373,-45.0,0.8
374,-45.0,0.8
375,-45.0,0.8
376,-45.0,0.8
377,-46.0,0.8
378,-46.0,0.8
379,-46.0,0.8
380,-47.0,0.8
381,-46.0,0.8
382,-46.0,0.8
383,-46.0,0.8
384,-47.0,0.8
385,-47.0,0.8
386,-47.0,0.8
387,-47.0,0.8
388,-47.0,0.8
389,-47.0,0.8
390,-47.0,0.8
391,-47.0,0.8
392,-47.0,0.8
393,-47.0,0.8
394,-47.0,0.8
395,-47.0,0.8
396,-47.0,0.8
397,-47.0,0.8
398,-47.0,0.8
399,-47.0,0.8
400,-45.0,1.2
401,-45.0,1.2
402,-45.0,1.2
403,-45.0,1.2
404,-45.0,1.2
405,-45.0,1.2
406,-45.0,1.2
407,-45.0,1.2
408,-46.0,1.2
409,-46.0,1.2
410,-47.0,1.2
411,-46.0,1.2
412,-46.0,1.2
413,-46.0,1.2
414,-46.0,1.2
415,-46.0,1.2
416,-46.0,1.2
417,-46.0,1.2
418,-46.0,1.2
419,-46.0,1.2
420,-46.0,1.2
421,-46.0,1.2
422,-46.0,1.2
423,-46.0,1.2
424,-46.0,1.2
425,-46.0,1.2
426,-46.0,1.2
427,-46.0,1.2
428,-46.0,1.2
429,-46.0,1.2
430,-46.0,1.2
431,-46.0,1.2
432,-47.0,1.2
433,-46.0,1.2
434,-47.0,1.2
435,-46.0,1.2
436,-47.0,1.2
437,-46.0,1.2
438,-47.0,1.2
439,-47.0,1.2
440,-47.0,1.2
441,-47.0,1.2
442,-47.0,1.2
443,-47.0,1.2
444,-47.0,1.2
445,-47.0,1.2
446,-47.0,1.2
447,-47.0,1.2
448,-47.0,1.2
449,-47.0,1.2
450,-47.0,1.2
451,-47.0,1.2
452,-47.0,1.2
453,-47.0,1.2
454,-47.0,1.2
455,-47.0,1.2
456,-47.0,1.2
457,-47.0,1.2
458,-48.0,1.2
459,-47.0,1.2
460,-46.0,1.2
461,-47.0,1.2
462,-46.0,1.2
463,-47.0,1.2
464,-47.0,1.2
465,-47.0,1.2
466,-47.0,1.2
467,-46.0,1.2
468,-47.0,1.2
469,-46.0,1.2
470,-47.0,1.2
471,-47.0,1.2
472,-48.0,1.2
473,-48.0,1.2
474,-46.0,1.2
475,-47.0,1.2
476,-46.0,1.2
477,-47.0,1.2
478,-47.0,1.2
479,-47.0,1.2
480,-47.0,1.2
481,-47.0,1.2
482,-46.0,1.2
483,-47.0,1.2
484,-47.0,1.2
485,-47.0,1.2
486,-47.0,1.2
487,-47.0,1.2
488,-47.0,1.2
489,-47.0,1.2
490,-47.0,1.2
491,-47.0,1.2
492,-47.0,1.2
493,-48.0,1.2
494,-47.0,1.2
495,-47.0,1.2
496,-47.0,1.2
497,-47.0,1.2
498,-47.0,1.2
499,-47.0,1.2
500,-47.0,1.2
501,-47.0,1.2
502,-48.0,1.2
503,-48.0,1.2
504,-48.0,1.2
505,-48.0,1.2
506,-47.0,1.2
507,-47.0,1.2
508,-47.0,1.2
509,-47.0,1.2
510,-46.0,1.2
511,-47.0,1.2
512,-46.0,1.2
513,-47.0,1.2
514,-47.0,1.2
515,-47.0,1.2
516,-47.0,1.2
517,-47.0,1.2
518,-47.0,1.2
519,-47.0,1.2
520,-47.0,1.2
521,-47.0,1.2
522,-47.0,1.2
523,-47.0,1.2
524,-47.0,1.2
525,-47.0,1.2
526,-47.0,1.2
527,-47.0,1.2
528,-47.0,1.2
529,-47.0,1.2
530,-47.0,1.2
531,-47.0,1.2
532,-47.0,1.2
533,-47.0,1.2
534,-47.0,1.2
535,-47.0,1.2
536,-47.0,1.2
537,-47.0,1.2
538,-47.0,1.2
539,-47.0,1.2
540,-47.0,1.2
541,-47.0,1.2
542,-47.0,1.2
543,-47.0,1.2
544,-47.0,1.2
545,-47.0,1.2
546,-47.0,1.2
547,-47.0,1.2
548,-47.0,1.2
549,-47.0,1.2
550,-47.0,1.2
551,-47.0,1.2
552,-47.0,1.2
553,-47.0,1.2
554,-47.0,1.2
555,-47.0,1.2
556,-47.0,1.2
557,-47.0,1.2
558,-47.0,1.2
559,-47.0,1.2
560,-47.0,1.2
561,-47.0,1.2
562,-47.0,1.2
563,-47.0,1.2
564,-47.0,1.2
565,-47.0,1.2
566,-47.0,1.2
567,-48.0,1.2
568,-48.0,1.2
569,-47.0,1.2
570,-47.0,1.2
571,-47.0,1.2
572,-47.0,1.2
573,-47.0,1.2
574,-47.0,1.2
575,-47.0,1.2
576,-47.0,1.2
577,-47.0,1.2
578,-47.0,1.2
579,-47.0,1.2
580,-48.0,1.2
581,-47.0,1.2
582,-48.0,1.2
583,-47.0,1.2
584,-47.0,1.2
585,-47.0,1.2
586,-47.0,1.2
587,-47.0,1.2
588,-47.0,1.2
589,-48.0,1.2
590,-48.0,1.2
591,-48.0,1.2
592,-49.0,1.2
593,-49.0,1.2
594,-47.0,1.2
595,-47.0,1.2
596,-47.0,1.2
597,-47.0,1.2
598,-47.0,1.2
599,-47.0,1.2
600,-49.0,1.6
601,-50.0,1.6
602,-49.0,1.6
603,-50.0,1.6
604,-50.0,1.6
605,-50.0,1.6
606,-50.0,1.6
607,-50.0,1.6
608,-50.0,1.6
609,-50.0,1.6
610,-50.0,1.6
611,-50.0,1.6
612,-51.0,1.6
613,-51.0,1.6
614,-51.0,1.6
615,-51.0,1.6
616,-51.0,1.6
617,-51.0,1.6
618,-51.0,1.6
619,-51.0,1.6
620,-51.0,1.6
621,-51.0,1.6
622,-51.0,1.6
623,-50.0,1.6
624,-50.0,1.6
625,-50.0,1.6
626,-50.0,1.6
627,-50.0,1.6
628,-50.0,1.6
629,-50.0,1.6
630,-51.0,1.6
631,-51.0,1.6
632,-51.0,1.6
633,-51.0,1.6
634,-50.0,1.6
635,-50.0,1.6
636,-50.0,1.6
637,-49.0,1.6
638,-49.0,1.6
639,-49.0,1.6
640,-49.0,1.6
641,-49.0,1.6
642,-50.0,1.6
643,-50.0,1.6
644,-50.0,1.6
645,-50.0,1.6
646,-50.0,1.6
647,-50.0,1.6
648,-50.0,1.6
649,-50.0,1.6
650,-50.0,1.6
651,-50.0,1.6
652,-50.0,1.6
653,-50.0,1.6
654,-50.0,1.6
655,-50.0,1.6
656,-50.0,1.6
657,-50.0,1.6
658,-50.0,1.6
659,-50.0,1.6
660,-50.0,1.6
661,-50.0,1.6
662,-50.0,1.6
663,-50.0,1.6
664,-50.0,1.6
665,-50.0,1.6
666,-50.0,1.6
667,-50.0,1.6
668,-50.0,1.6
669,-50.0,1.6
670,-50.0,1.6
671,-50.0,1.6
672,-50.0,1.6
673,-50.0,1.6
674,-50.0,1.6
675,-50.0,1.6
676,-50.0,1.6
677,-50.0,1.6
678,-50.0,1.6
679,-50.0,1.6
680,-50.0,1.6
681,-50.0,1.6
682,-51.0,1.6
683,-50.0,1.6
684,-50.0,1.6
685,-50.0,1.6
686,-50.0,1.6
687,-50.0,1.6
688,-50.0,1.6
689,-50.0,1.6
690,-50.0,1.6
691,-50.0,1.6
692,-50.0,1.6
693,-50.0,1.6
694,-50.0,1.6
695,-50.0,1.6
696,-50.0,1.6
697,-50.0,1.6
698,-50.0,1.6
699,-50.0,1.6
700,-50.0,1.6
701,-50.0,1.6
702,-50.0,1.6
703,-50.0,1.6
704,-50.0,1.6
705,-50.0,1.6
706,-50.0,1.6
707,-50.0,1.6
708,-50.0,1.6
709,-50.0,1.6
710,-50.0,1.6
711,-50.0,1.6
712,-50.0,1.6
713,-50.0,1.6
714,-50.0,1.6
715,-50.0,1.6
716,-50.0,1.6
717,-50.0,1.6
718,-50.0,1.6
719,-50.0,1.6
720,-50.0,1.6
721,-50.0,1.6
722,-50.0,1.6
723,-50.0,1.6
724,-50.0,1.6
725,-50.0,1.6
726,-50.0,1.6
727,-50.0,1.6
728,-50.0,1.6
729,-50.0,1.6
730,-50.0,1.6
731,-50.0,1.6
732,-50.0,1.6
733,-50.0,1.6
734,-50.0,1.6
735,-50.0,1.6
736,-50.0,1.6
737,-50.0,1.6
738,-50.0,1.6
739,-50.0,1.6
740,-50.0,1.6
741,-50.0,1.6
742,-50.0,1.6
743,-50.0,1.6
744,-50.0,1.6
745,-50.0,1.6
746,-50.0,1.6
747,-50.0,1.6
748,-50.0,1.6
749,-50.0,1.6
750,-50.0,1.6
751,-50.0,1.6
752,-50.0,1.6
753,-50.0,1.6
754,-50.0,1.6
755,-50.0,1.6
756,-50.0,1.6
757,-49.0,1.6
758,-49.0,1.6
759,-49.0,1.6
760,-49.0,1.6
761,-49.0,1.6
762,-49.0,1.6
763,-49.0,1.6
764,-49.0,1.6
765,-49.0,1.6
766,-49.0,1.6
767,-49.0,1.6
768,-49.0,1.6
769,-49.0,1.6
770,-49.0,1.6
771,-49.0,1.6
772,-49.0,1.6
773,-49.0,1.6
774,-49.0,1.6
775,-49.0,1.6
776,-49.0,1.6
777,-49.0,1.6
778,-49.0,1.6
779,-49.0,1.6
780,-50.0,1.6
781,-50.0,1.6
782,-50.0,1.6
783,-50.0,1.6
784,-50.0,1.6
785,-50.0,1.6
786,-50.0,1.6
787,-50.0,1.6
788,-50.0,1.6
789,-50.0,1.6
790,-50.0,1.6
791,-50.0,1.6
792,-50.0,1.6
793,-50.0,1.6
794,-50.0,1.6
795,-50.0,1.6
796,-50.0,1.6
797,-50.0,1.6
798,-50.0,1.6
799,-50.0,1.6
800,-54.0,2.0
801,-54.0,2.0
802,-53.0,2.0
803,-53.0,2.0
804,-53.0,2.0
805,-54.0,2.0
806,-53.0,2.0
807,-53.0,2.0
808,-53.0,2.0
809,-53.0,2.0
810,-53.0,2.0
811,-53.0,2.0
812,-53.0,2.0
813,-53.0,2.0
814,-53.0,2.0
815,-53.0,2.0
816,-53.0,2.0
817,-53.0,2.0
818,-54.0,2.0
819,-53.0,2.0
820,-54.0,2.0
821,-53.0,2.0
822,-54.0,2.0
823,-54.0,2.0
824,-54.0,2.0
825,-54.0,2.0
826,-54.0,2.0
827,-54.0,2.0
828,-54.0,2.0
829,-54.0,2.0
830,-54.0,2.0
831,-54.0,2.0
832,-54.0,2.0
833,-54.0,2.0
834,-54.0,2.0
835,-54.0,2.0
836,-54.0,2.0
837,-54.0,2.0
838,-54.0,2.0
839,-54.0,2.0
840,-54.0,2.0
841,-54.0,2.0
842,-54.0,2.0
843,-54.0,2.0
844,-54.0,2.0
845,-54.0,2.0
846,-54.0,2.0
847,-54.0,2.0
848,-55.0,2.0
849,-55.0,2.0
850,-55.0,2.0
851,-57.0,2.0
852,-57.0,2.0
853,-58.0,2.0
854,-57.0,2.0
855,-57.0,2.0
856,-57.0,2.0
857,-57.0,2.0
858,-56.0,2.0
859,-56.0,2.0
860,-56.0,2.0
861,-56.0,2.0
862,-56.0,2.0
863,-56.0,2.0
864,-56.0,2.0
865,-56.0,2.0
866,-56.0,2.0
867,-56.0,2.0
868,-55.0,2.0
869,-55.0,2.0
870,-55.0,2.0
871,-56.0,2.0
872,-56.0,2.0
873,-56.0,2.0
874,-56.0,2.0
875,-56.0,2.0
876,-56.0,2.0
877,-56.0,2.0
878,-56.0,2.0
879,-56.0,2.0
880,-55.0,2.0
881,-55.0,2.0
882,-55.0,2.0
883,-54.0,2.0
884,-55.0,2.0
885,-55.0,2.0
886,-55.0,2.0
887,-55.0,2.0
888,-55.0,2.0
889,-55.0,2.0
890,-55.0,2.0
891,-55.0,2.0
892,-55.0,2.0
893,-55.0,2.0
894,-55.0,2.0
895,-55.0,2.0
896,-54.0,2.0
897,-54.0,2.0
898,-54.0,2.0
899,-54.0,2.0
900,-53.0,2.0
901,-53.0,2.0
902,-53.0,2.0
903,-52.0,2.0
904,-53.0,2.0
905,-53.0,2.0
906,-53.0,2.0
907,-53.0,2.0
908,-53.0,2.0
909,-53.0,2.0
910,-53.0,2.0
911,-53.0,2.0
912,-53.0,2.0
913,-53.0,2.0
914,-53.0,2.0
915,-53.0,2.0
916,-52.0,2.0
917,-52.0,2.0
918,-52.0,2.0
919,-53.0,2.0
920,-52.0,2.0
921,-52.0,2.0
922,-53.0,2.0
923,-53.0,2.0
924,-53.0,2.0
925,-54.0,2.0
926,-54.0,2.0
927,-54.0,2.0
928,-54.0,2.0
929,-54.0,2.0
930,-54.0,2.0
931,-54.0,2.0
932,-53.0,2.0
933,-54.0,2.0
934,-54.0,2.0
935,-54.0,2.0
936,-54.0,2.0
937,-54.0,2.0
938,-54.0,2.0
939,-54.0,2.0
940,-55.0,2.0
941,-54.0,2.0
942,-54.0,2.0
943,-54.0,2.0
944,-54.0,2.0
945,-54.0,2.0
946,-54.0,2.0
947,-54.0,2.0
948,-54.0,2.0
949,-54.0,2.0
950,-54.0,2.0
951,-54.0,2.0
952,-55.0,2.0
953,-55.0,2.0
954,-54.0,2.0
955,-54.0,2.0
956,-54.0,2.0
957,-60.0,2.0
958,-53.0,2.0
959,-53.0,2.0
960,-54.0,2.0
961,-55.0,2.0
962,-55.0,2.0
963,-55.0,2.0
964,-55.0,2.0
965,-55.0,2.0
966,-54.0,2.0
967,-54.0,2.0
968,-55.0,2.0
969,-55.0,2.0
970,-54.0,2.0
971,-54.0,2.0
972,-54.0,2.0
973,-55.0,2.0
974,-55.0,2.0
975,-54.0,2.0
976,-54.0,2.0
977,-54.0,2.0
978,-54.0,2.0
979,-55.0,2.0
980,-55.0,2.0
981,-55.0,2.0
982,-55.0,2.0
983,-54.0,2.0
984,-54.0,2.0
985,-54.0,2.0
986,-54.0,2.0
987,-53.0,2.0
988,-53.0,2.0
989,-53.0,2.0
990,-53.0,2.0
991,-53.0,2.0
992,-53.0,2.0
993,-53.0,2.0
994,-53.0,2.0
995,-53.0,2.0
996,-53.0,2.0
997,-53.0,2.0
998,-53.0,2.0
999,-53.0,2.0
1000,-50.0,2.4
1001,-50.0,2.4
1002,-50.0,2.4
1003,-50.0,2.4
1004,-50.0,2.4
1005,-50.0,2.4
1006,-50.0,2.4
1007,-50.0,2.4
1008,-50.0,2.4
1009,-50.0,2.4
1010,-50.0,2.4
1011,-50.0,2.4
1012,-50.0,2.4
1013,-50.0,2.4
1014,-50.0,2.4
1015,-50.0,2.4
1016,-49.0,2.4
1017,-50.0,2.4
1018,-49.0,2.4
1019,-49.0,2.4
1020,-49.0,2.4
1021,-49.0,2.4
1022,-49.0,2.4
1023,-49.0,2.4
1024,-49.0,2.4
1025,-49.0,2.4
1026,-49.0,2.4
1027,-49.0,2.4
1028,-49.0,2.4
1029,-49.0,2.4
1030,-49.0,2.4
1031,-49.0,2.4
1032,-49.0,2.4
1033,-49.0,2.4
1034,-49.0,2.4
1035,-49.0,2.4
1036,-49.0,2.4
1037,-49.0,2.4
1038,-49.0,2.4
1039,-49.0,2.4
1040,-49.0,2.4
1041,-49.0,2.4
1042,-49.0,2.4
1043,-49.0,2.4
1044,-49.0,2.4
1045,-49.0,2.4
1046,-49.0,2.4
1047,-49.0,2.4
1048,-49.0,2.4
1049,-49.0,2.4
1050,-49.0,2.4
1051,-49.0,2.4
1052,-49.0,2.4
1053,-49.0,2.4
1054,-49.0,2.4
1055,-49.0,2.4
1056,-49.0,2.4
1057,-50.0,2.4
1058,-49.0,2.4
1059,-49.0,2.4
1060,-49.0,2.4
1061,-49.0,2.4
1062,-49.0,2.4
1063,-49.0,2.4
1064,-49.0,2.4
1065,-49.0,2.4
1066,-49.0,2.4
1067,-49.0,2.4
1068,-49.0,2.4
1069,-49.0,2.4
1070,-49.0,2.4
1071,-49.0,2.4
1072,-49.0,2.4
1073,-49.0,2.4
1074,-49.0,2.4
1075,-49.0,2.4
1076,-49.0,2.4
1077,-49.0,2.4
1078,-49.0,2.4
1079,-49.0,2.4
1080,-49.0,2.4
1081,-49.0,2.4
1082,-49.0,2.4
1083,-49.0,2.4
1084,-49.0,2.4
1085,-49.0,2.4
1086,-49.0,2.4
1087,-49.0,2.4
1088,-49.0,2.4
1089,-49.0,2.4
1090,-49.0,2.4
1091,-49.0,2.4
1092,-49.0,2.4
1093,-49.0,2.4
1094,-49.0,2.4
1095,-49.0,2.4
1096,-48.0,2.4
1097,-48.0,2.4
1098,-49.0,2.4
1099,-49.0,2.4
1100,-49.0,2.4
1101,-49.0,2.4
1102,-49.0,2.4
1103,-49.0,2.4
1104,-49.0,2.4
1105,-49.0,2.4
1106,-49.0,2.4
1107,-49.0,2.4
1108,-49.0,2.4
1109,-49.0,2.4
1110,-49.0,2.4
1111,-50.0,2.4
1112,-49.0,2.4
1113,-49.0,2.4
1114,-50.0,2.4
1115,-49.0,2.4
1116,-50.0,2.4
1117,-50.0,2.4
1118,-49.0,2.4
1119,-49.0,2.4
1120,-49.0,2.4
1121,-49.0,2.4
1122,-49.0,2.4
1123,-50.0,2.4
1124,-50.0,2.4
1125,-50.0,2.4
1126,-49.0,2.4
1127,-50.0,2.4
1128,-49.0,2.4
1129,-50.0,2.4
1130,-49.0,2.4
1131,-50.0,2.4
1132,-49.0,2.4
1133,-49.0,2.4
1134,-50.0,2.4
1135,-49.0,2.4
1136,-49.0,2.4
1137,-50.0,2.4
1138,-50.0,2.4
1139,-50.0,2.4
1140,-50.0,2.4
1141,-50.0,2.4
1142,-50.0,2.4
1143,-50.0,2.4
1144,-50.0,2.4
1145,-50.0,2.4
1146,-50.0,2.4
1147,-50.0,2.4
1148,-50.0,2.4
1149,-50.0,2.4
1150,-50.0,2.4
1151,-50.0,2.4
1152,-50.0,2.4
1153,-50.0,2.4
1154,-50.0,2.4
1155,-50.0,2.4
1156,-50.0,2.4
1157,-50.0,2.4
1158,-50.0,2.4
1159,-50.0,2.4
1160,-50.0,2.4
1161,-50.0,2.4
1162,-50.0,2.4
1163,-50.0,2.4
1164,-50.0,2.4
1165,-50.0,2.4
1166,-50.0,2.4
1167,-50.0,2.4
1168,-50.0,2.4
1169,-50.0,2.4
1170,-50.0,2.4
1171,-51.0,2.4
1172,-50.0,2.4
1173,-50.0,2.4
1174,-51.0,2.4
1175,-50.0,2.4
1176,-50.0,2.4
1177,-50.0,2.4
1178,-50.0,2.4
1179,-50.0,2.4
1180,-50.0,2.4
1181,-50.0,2.4
1182,-51.0,2.4
1183,-51.0,2.4
1184,-51.0,2.4
1185,-51.0,2.4
1186,-51.0,2.4
1187,-51.0,2.4
1188,-51.0,2.4
1189,-51.0,2.4
1190,-51.0,2.4
1191,-51.0,2.4
1192,-51.0,2.4
1193,-51.0,2.4
1194,-51.0,2.4
1195,-51.0,2.4
1196,-51.0,2.4
1197,-51.0,2.4
1198,-51.0,2.4
1199,-51.0,2.4
1200,-56.0,2.8
1201,-56.0,2.8
1202,-56.0,2.8
1203,-56.0,2.8
1204,-56.0,2.8
1205,-56.0,2.8
1206,-57.0,2.8
1207,-57.0,2.8
1208,-57.0,2.8
1209,-58.0,2.8
1210,-58.0,2.8
1211,-57.0,2.8
1212,-57.0,2.8
1213,-57.0,2.8
1214,-57.0,2.8
1215,-57.0,2.8
1216,-57.0,2.8
1217,-58.0,2.8
1218,-58.0,2.8
1219,-58.0,2.8
1220,-58.0,2.8
1221,-58.0,2.8
1222,-58.0,2.8
1223,-57.0,2.8
1224,-57.0,2.8
1225,-56.0,2.8
1226,-56.0,2.8
1227,-56.0,2.8
1228,-56.0,2.8
1229,-56.0,2.8
1230,-56.0,2.8
1231,-56.0,2.8
1232,-56.0,2.8
1233,-56.0,2.8
1234,-56.0,2.8
1235,-56.0,2.8
1236,-56.0,2.8
1237,-56.0,2.8
1238,-56.0,2.8
1239,-56.0,2.8
1240,-56.0,2.8
1241,-56.0,2.8
1242,-56.0,2.8
1243,-56.0,2.8
1244,-56.0,2.8
1245,-56.0,2.8
1246,-56.0,2.8
